Longitud (m);Ancho de Puente (m);Sep Vigas Longitudinales (m);N° Paneles;Altura (m);Disposicion de Arriostre;Forma de Arriostre;Dim. Arriostre;Forma de Cordones;Dimension de Cordon Sup/Inf;Forma de Diagonales;Dim. Diag. S/I;Forma de Montante;Dim. Montante;Peso total (ton)
85;11.6;2.1;8;8.9;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;350.86
85;11.6;2.1;8;8.9;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;355.62
85;11.6;2.1;8;9;X;T;150x150x12.5;Cajon HSS;510x520x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;360.56
85;11.6;2.1;8;9;X;L;150x150x12.5;Cajon HSS;520x490x25.0;Cajon HSS;490x470x19.0;Cajon HSS;260x260x16.0;355.79
85;11.6;2.1;8;9.1;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;351.19
85;11.6;2.1;8;9.1;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;355.96
85;11.6;2.1;8;9.2;X;T;150x150x12.5;Cajon HSS;510x520x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;360.9
85;11.6;2.1;8;9.2;X;L;150x150x12.5;Cajon HSS;520x490x25.0;Cajon HSS;490x470x19.0;Cajon HSS;260x260x16.0;356.13
85;11.6;2.1;8;9.3;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;351.52
85;11.6;2.1;8;9.3;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;356.29
85;11.6;2.1;8;9.4;X;T;150x150x12.5;Cajon HSS;510x520x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;361.23
85;11.6;2.1;8;9.4;X;L;150x150x12.5;Cajon HSS;520x490x25.0;Cajon HSS;490x470x19.0;Cajon HSS;260x260x16.0;356.46
85;11.6;2.1;8;9.5;X;T;150x150x12.5;Cajon HSS;490x500x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;351.85
85;11.6;2.1;8;9.5;X;L;150x150x12.5;Cajon HSS;500x510x25.0;Cajon HSS;480x480x19.0;Cajon HSS;260x260x16.0;356.63
86;11.6;2.1;9;8.6;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;405.21
86;11.6;2.1;9;8.6;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;396.76
86;11.6;2.1;9;8.7;X;T;150x150x12.5;Cajon HSS;493x503x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;388.5
86;11.6;2.1;9;8.7;X;L;150x150x12.5;Cajon HSS;503x513x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;396.95
86;11.6;2.1;9;8.8;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;405.59
86;11.6;2.1;9;8.8;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;397.13
86;11.6;2.1;9;8.9;X;T;150x150x12.5;Cajon HSS;493x503x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;388.86
86;11.6;2.1;9;8.9;X;L;150x150x12.5;Cajon HSS;503x513x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;397.32
86;11.6;2.1;9;9;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;405.96
86;11.6;2.1;9;9;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;397.5
86;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;493x503x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;389.22
86;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;503x513x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;397.69
86;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;406.34
86;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;397.87
86;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;493x503x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;389.58
86;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;503x513x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;398.06
86;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;406.72
86;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;398.24
86;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;493x503x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;389.94
86;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;503x513x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;398.42
86;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;513x523x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;407.09
86;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;523x493x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;398.61
87;11.6;2.1;9;8.7;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;393.77
87;11.6;2.1;9;8.7;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;402.32
87;11.6;2.1;9;8.8;X;T;150x150x12.5;Cajon HSS;516x526x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;411.06
87;11.6;2.1;9;8.8;X;L;150x150x12.5;Cajon HSS;526x496x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;402.5
87;11.6;2.1;9;8.9;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;394.13
87;11.6;2.1;9;8.9;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;402.69
87;11.6;2.1;9;9;X;T;150x150x12.5;Cajon HSS;516x526x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;411.44
87;11.6;2.1;9;9;X;L;150x150x12.5;Cajon HSS;526x496x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;402.87
87;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;394.49
87;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;403.06
87;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;516x526x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;411.81
87;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;526x496x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;403.24
87;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;394.85
87;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;403.43
87;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;516x526x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;412.19
87;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;526x496x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;403.61
87;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;395.22
87;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;403.8
87;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;516x526x25.0;Cajon HSS;490x500x19.0;Cajon HSS;260x260x16.0;412.57
87;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;526x496x25.0;Cajon HSS;500x470x19.0;Cajon HSS;260x260x16.0;403.98
87;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;496x506x25.0;Cajon HSS;470x480x19.0;Cajon HSS;260x260x16.0;395.58
87;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;506x516x25.0;Cajon HSS;480x490x19.0;Cajon HSS;260x260x16.0;404.17
88;11.6;2.1;9;8.8;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;416.55
88;11.6;2.1;9;8.8;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;407.9
88;11.6;2.1;9;8.9;X;T;150x150x12.5;Cajon HSS;499x509x25.0;Cajon HSS;470x480x19.0;Cajon HSS;270x270x16.0;399.42
88;11.6;2.1;9;8.9;X;L;150x150x12.5;Cajon HSS;509x519x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;408.08
88;11.6;2.1;9;9;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;416.93
88;11.6;2.1;9;9;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;408.27
88;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;499x509x25.0;Cajon HSS;470x480x19.0;Cajon HSS;270x270x16.0;399.78
88;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;509x519x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;408.45
88;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;417.31
88;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;408.64
88;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;499x509x25.0;Cajon HSS;470x480x19.0;Cajon HSS;270x270x16.0;400.15
88;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;509x519x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;408.82
88;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;417.69
88;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;409.01
88;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;499x509x25.0;Cajon HSS;470x480x19.0;Cajon HSS;270x270x16.0;400.51
88;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;509x519x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;409.19
88;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;418.07
88;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;409.38
88;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;499x509x25.0;Cajon HSS;470x480x19.0;Cajon HSS;270x270x16.0;400.87
88;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;509x519x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;409.56
88;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;519x529x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;418.45
88;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;529x499x25.0;Cajon HSS;500x470x19.0;Cajon HSS;270x270x16.0;409.75
89;11.6;2.1;9;8.9;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;411.51
89;11.6;2.1;9;8.9;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;420.28
89;11.6;2.1;9;9;X;T;150x150x12.5;Cajon HSS;522x532x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;429.23
89;11.6;2.1;9;9;X;L;150x150x12.5;Cajon HSS;532x502x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;420.46
89;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;411.88
89;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;420.65
89;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;522x532x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;429.62
89;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;532x502x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;420.84
89;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;412.25
89;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;421.03
89;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;522x532x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;430
89;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;532x502x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;421.22
89;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;412.62
89;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;421.41
89;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;522x532x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;430.39
89;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;532x502x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;421.6
89;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;412.99
89;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;421.79
89;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;522x532x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;430.77
89;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;532x502x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;421.98
89;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;502x512x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;413.36
89;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;512x522x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;422.16
90;11.6;2.1;9;9;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;434.85
90;11.6;2.1;9;9;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;425.98
90;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;505x515x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;417.3
90;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;515x525x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;426.17
90;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;435.24
90;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;426.36
90;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;505x515x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;417.67
90;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;515x525x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;426.55
90;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;435.62
90;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;426.74
90;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;505x515x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;418.04
90;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;515x525x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;426.93
90;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;436.01
90;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;427.12
90;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;505x515x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;418.41
90;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;515x525x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;427.31
90;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;436.4
90;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;427.5
90;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;505x515x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;418.78
90;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;515x525x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;427.68
90;11.6;2.1;9;10;X;T;150x150x12.5;Cajon HSS;525x535x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;436.78
90;11.6;2.1;9;10;X;L;150x150x12.5;Cajon HSS;535x505x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;427.87
91;11.6;2.1;9;9.1;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;422.73
91;11.6;2.1;9;9.1;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;431.71
91;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;528x538x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;440.88
91;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;538x508x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;431.9
91;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;423.1
91;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;432.09
91;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;528x538x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;441.27
91;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;538x508x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;432.28
91;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;423.48
91;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;432.47
91;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;528x538x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;441.65
91;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;538x508x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;432.66
91;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;423.85
91;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;432.85
91;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;528x538x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;442.04
91;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;538x508x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;433.04
91;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;424.22
91;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;433.23
91;11.6;2.1;9;10;X;T;150x150x12.5;Cajon HSS;528x538x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;442.43
91;11.6;2.1;9;10;X;L;150x150x12.5;Cajon HSS;538x508x25.0;Cajon HSS;510x480x19.0;Cajon HSS;270x270x16.0;433.42
91;11.6;2.1;9;10.1;X;T;150x150x12.5;Cajon HSS;508x518x25.0;Cajon HSS;480x490x19.0;Cajon HSS;270x270x16.0;424.59
91;11.6;2.1;9;10.1;X;L;150x150x12.5;Cajon HSS;518x528x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;433.61
92;11.6;2.1;9;9.2;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;446.54
92;11.6;2.1;9;9.2;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;440.97
92;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;511x521x25.0;Cajon HSS;490x490x19.0;Cajon HSS;270x270x16.0;432.08
92;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;521x531x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;437.65
92;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;446.93
92;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;441.36
92;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;511x521x25.0;Cajon HSS;490x490x19.0;Cajon HSS;270x270x16.0;432.45
92;11.6;2.1;9;9.5;X;L;150x150x12.5;Cajon HSS;521x531x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;438.03
92;11.6;2.1;9;9.6;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;447.32
92;11.6;2.1;9;9.6;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;441.74
92;11.6;2.1;9;9.7;X;T;150x150x12.5;Cajon HSS;511x521x25.0;Cajon HSS;490x490x19.0;Cajon HSS;270x270x16.0;432.83
92;11.6;2.1;9;9.7;X;L;150x150x12.5;Cajon HSS;521x531x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;438.41
92;11.6;2.1;9;9.8;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;447.71
92;11.6;2.1;9;9.8;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;442.12
92;11.6;2.1;9;9.9;X;T;150x150x12.5;Cajon HSS;511x521x25.0;Cajon HSS;490x490x19.0;Cajon HSS;270x270x16.0;433.21
92;11.6;2.1;9;9.9;X;L;150x150x12.5;Cajon HSS;521x531x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;438.79
92;11.6;2.1;9;10;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;448.1
92;11.6;2.1;9;10;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;442.51
92;11.6;2.1;9;10.1;X;T;150x150x12.5;Cajon HSS;511x521x25.0;Cajon HSS;490x490x19.0;Cajon HSS;270x270x16.0;433.58
92;11.6;2.1;9;10.1;X;L;150x150x12.5;Cajon HSS;521x531x25.0;Cajon HSS;490x500x19.0;Cajon HSS;270x270x16.0;439.17
92;11.6;2.1;9;10.2;X;T;150x150x12.5;Cajon HSS;531x541x25.0;Cajon HSS;500x510x19.0;Cajon HSS;270x270x16.0;448.48
92;11.6;2.1;9;10.2;X;L;150x150x12.5;Cajon HSS;541x511x25.0;Cajon HSS;510x490x19.0;Cajon HSS;270x270x16.0;442.89
93;11.6;2.1;9;9.3;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;441.15
93;11.6;2.1;9;9.3;X;L;150x150x12.5;Cajon HSS;524x534x25.0;Cajon HSS;500x510x19.0;Cajon HSS;280x280x16.0;450.34
93;11.6;2.1;9;9.4;X;T;150x150x12.5;Cajon HSS;534x544x25.0;Cajon HSS;510x520x19.0;Cajon HSS;280x280x16.0;459.73
93;11.6;2.1;9;9.4;X;L;150x150x12.5;Cajon HSS;544x514x25.0;Cajon HSS;520x490x19.0;Cajon HSS;280x280x16.0;450.54
93;11.6;2.1;9;9.5;X;T;150x150x12.5;Cajon HSS;514x524x25.0;Cajon HSS;490x500x19.0;Cajon HSS;280x280x16.0;441.53
